Data,Mandante,Hor/Res,Visitante,Liga,Fase,Unnamed: 6,Torneio,Campo
2025-03-30 14:00:00,Tatuapé Monsters,27 - 20,Caniballs Football,SPFL Ouro,,,spfl-2025,
2025-04-06 10:00:00,Spartans Football,35 - 09,Empyreo Leme Lizards,SPFL Diamante,,,spfl-2025,
2025-04-06 14:00:00,Guarulhos Rhynos,28 - 03,Sorocaba Vipers,SPFL Diamante,,,spfl-2025,
2025-04-13 10:00:00,Assis Captains,03 - 25,Franca Carrascos,SPFL Ouro,,,spfl-2025,
2025-04-13 10:00:00,Avaré Lions,20 - 08,Ponte Preta Gorilas,SPFL Ouro,,,spfl-2025,
2025-04-13 10:00:00,Taubaté Football,06 - 20,Tatuapé Monsters,SPFL Ouro,,,spfl-2025,
2025-04-13 10:00:00,São José Jets,13 - 06,Vikings Berserker,SPFL Prata,,,spfl-2025,
2025-04-13 14:00:00,Moura Lacerda Dragons,41 - 00,Werewolves Football,SPFL Diamante,,,spfl-2025,
2025-04-13 14:00:00,Ocelots FA,38 - 14,Corinthians Steamrollers,SPFL Diamante,,,spfl-2025,
2025-04-13 14:00:00,Caraguá Ghostship,08 - 12,Caniballs Football,SPFL Ouro,,,spfl-2025,
2025-04-13 14:00:00,Black Panthers Football,00 - 13,Krakens Football,SPFL Prata,,,spfl-2025,
2025-04-27 10:00:00,Rio Preto Weilers,41 - 00,Empyreo Leme Lizards,SPFL Diamante,,,spfl-2025,
2025-04-27 10:00:00,Assis Captains,03 - 47,Guarani Indians,SPFL Ouro,,,spfl-2025,
2025-04-27 10:00:00,Franca Carrascos,23 - 00,Avaré Lions,SPFL Ouro,,,spfl-2025,
2025-04-27 14:00:00,Spartans Football,42 - 03,Sorocaba Vipers,SPFL Diamante,,,spfl-2025,
2025-04-27 14:00:00,Piracicaba Cane Cutters,00 - 27,Vikings Berserker,SPFL Prata,,,spfl-2025,
2025-05-04 10:00:00,Corinthians Steamrollers,13 - 00,Werewolves Football,SPFL Diamante,,,spfl-2025,
2025-05-04 10:00:00,Rio Preto Weilers,27 - 26,Guarulhos Rhynos,SPFL Diamante,,,spfl-2025,
2025-05-04 10:00:00,Black Panthers Football,00 - 42,Vikings Berserker,SPFL Prata,,,spfl-2025,
2025-05-04 14:00:00,Ocelots FA,35 - 06,Vikings FA,SPFL Diamante,,,spfl-2025,
2025-05-04 14:00:00,Caraguá Ghostship,00 - 35,Tatuapé Monsters,SPFL Ouro,,,spfl-2025,
2025-05-10 14:00:00,Rio Preto Weilers,49 - 00,Spartans Football,SPFL Diamante,,,spfl-2025,
2025-05-18 10:00:00,Ocelots FA,39 - 06,Werewolves Football,SPFL Diamante,,,spfl-2025,
2025-05-18 10:00:00,Moura Lacerda Dragons,44 - 12,Vikings FA,SPFL Diamante,,,spfl-2025,
2025-05-18 10:00:00,Assis Captains,11 - 06,Avaré Lions,SPFL Ouro,,,spfl-2025,
2025-05-18 14:00:00,Guarulhos Rhynos,49 - 12,Empyreo Leme Lizards,SPFL Diamante,,,spfl-2025,
2025-05-18 14:00:00,Ponte Preta Gorilas,06 - 48,Guarani Indians,SPFL Ouro,,,spfl-2025,
2025-05-25 10:00:00,Caraguá Ghostship,00 - 20,Taubaté Football,SPFL Ouro,,,spfl-2025,
2025-05-25 10:00:00,Krakens Football,40 - 00,Piracicaba Cane Cutters,SPFL Prata,,,spfl-2025,
2025-05-25 14:00:00,São José Jets,21 - 00,Black Panthers Football,SPFL Prata,,,spfl-2025,
2025-06-01 10:00:00,Moura Lacerda Dragons,43 - 10,Corinthians Steamrollers,SPFL Diamante,,,spfl-2025,
2025-06-01 10:00:00,Guarulhos Rhynos,49 - 00,Spartans Football,SPFL Diamante,,,spfl-2025,
2025-06-01 10:00:00,Assis Captains,07 - 06,Ponte Preta Gorilas,SPFL Ouro,,,spfl-2025,
2025-07-06 10:00:10,São José Jets,35 - 14,Vikings Berserker,,,,spfl-2025,
2025-07-06 10:00:10,São José Jets,35 - 14,Vikings Berserker,,,,spfl-2025,
2025-06-22 10:00:44,Tatuapé Monsters,21 - 00,Franca Carrascos,,,,spfl-2025,
2025-07-06 10:00:10,São José Jets,35 - 14,Vikings Berserker,,,,spfl-2025,
2025-06-22 10:00:44,Tatuapé Monsters,21 - 00,Franca Carrascos,,,,spfl-2025,
2025-06-22 14:00:40,Guarani Indians,14 - 07,Caniballs Football,,,,spfl-2025,
2025-07-06 10:00:10,São José Jets,35 - 14,Vikings Berserker,,,,spfl-2025,
2025-06-22 10:00:44,Tatuapé Monsters,21 - 00,Franca Carrascos,,,,spfl-2025,
2025-06-22 14:00:40,Guarani Indians,14 - 07,Caniballs Football,,,,spfl-2025,
2025-07-06 14:00:51,Tatuapé Monsters,36 - 08,Guarani Indians,,,,spfl-2025,
2025-07-06 10:00:10,São José Jets,35 - 14,Vikings Berserker,,,,spfl-2025,
2025-06-22 10:00:44,Tatuapé Monsters,21 - 00,Franca Carrascos,,,,spfl-2025,
2025-06-22 14:00:40,Guarani Indians,14 - 07,Caniballs Football,,,,spfl-2025,
2025-07-06 14:00:51,Tatuapé Monsters,36 - 08,Guarani Indians,,,,spfl-2025,
2025-06-15 10:00:45,Moura Lacerda Dragons,20 - 16,Sorocaba Vipers,,,,spfl-2025,
2025-07-06 10:00:10,São José Jets,35 - 14,Vikings Berserker,,,,spfl-2025,
2025-06-22 10:00:44,Tatuapé Monsters,21 - 00,Franca Carrascos,,,,spfl-2025,
2025-06-22 14:00:40,Guarani Indians,14 - 07,Caniballs Football,,,,spfl-2025,
2025-07-06 14:00:51,Tatuapé Monsters,36 - 08,Guarani Indians,,,,spfl-2025,
2025-06-15 10:00:45,Moura Lacerda Dragons,20 - 16,Sorocaba Vipers,,,,spfl-2025,
2025-06-15 14:00:25,Guarulhos Rhynos,37 - 18,Vikings FA,,,,spfl-2025,
2025-07-06 10:00:10,São José Jets,35 - 14,Vikings Berserker,,,,spfl-2025,
2025-06-22 10:00:44,Tatuapé Monsters,21 - 00,Franca Carrascos,,,,spfl-2025,
2025-06-22 14:00:40,Guarani Indians,14 - 07,Caniballs Football,,,,spfl-2025,
2025-07-06 14:00:51,Tatuapé Monsters,36 - 08,Guarani Indians,,,,spfl-2025,
2025-06-15 10:00:45,Moura Lacerda Dragons,20 - 16,Sorocaba Vipers,,,,spfl-2025,
2025-06-15 14:00:25,Guarulhos Rhynos,37 - 18,Vikings FA,,,,spfl-2025,
2025-06-29 10:00:15,Rio Preto Weilers,13 - 07,Moura Lacerda Dragons,,,,spfl-2025,
2025-07-06 10:00:10,São José Jets,35 - 14,Vikings Berserker,,,,spfl-2025,
2025-06-22 10:00:44,Tatuapé Monsters,21 - 00,Franca Carrascos,,,,spfl-2025,
2025-06-22 14:00:40,Guarani Indians,14 - 07,Caniballs Football,,,,spfl-2025,
2025-07-06 14:00:51,Tatuapé Monsters,36 - 08,Guarani Indians,,,,spfl-2025,
2025-06-15 10:00:45,Moura Lacerda Dragons,20 - 16,Sorocaba Vipers,,,,spfl-2025,
2025-06-15 14:00:25,Guarulhos Rhynos,37 - 18,Vikings FA,,,,spfl-2025,
2025-06-29 10:00:15,Rio Preto Weilers,13 - 07,Moura Lacerda Dragons,,,,spfl-2025,
2025-06-29 14:00:07,Ocelots FA,03 - 20,Guarulhos Rhynos,,,,spfl-2025,
2025-07-06 10:00:10,São José Jets,35 - 14,Vikings Berserker,,,,spfl-2025,
2025-06-22 10:00:44,Tatuapé Monsters,21 - 00,Franca Carrascos,,,,spfl-2025,
2025-06-22 14:00:40,Guarani Indians,14 - 07,Caniballs Football,,,,spfl-2025,
2025-07-06 14:00:51,Tatuapé Monsters,36 - 08,Guarani Indians,,,,spfl-2025,
2025-06-15 10:00:45,Moura Lacerda Dragons,20 - 16,Sorocaba Vipers,,,,spfl-2025,
2025-06-15 14:00:25,Guarulhos Rhynos,37 - 18,Vikings FA,,,,spfl-2025,
2025-06-29 10:00:15,Rio Preto Weilers,13 - 07,Moura Lacerda Dragons,,,,spfl-2025,
2025-06-29 14:00:07,Ocelots FA,03 - 20,Guarulhos Rhynos,,,,spfl-2025,
2025-07-12 18:30:38,Rio Preto Weilers,16 - 10,Guarulhos Rhynos,,,,spfl-2025,
2025-06-01 14:00:00,Rio Preto Weilers,52 - 00,Sorocaba Vipers,SPFL Diamante,,,spfl-2025,
2025-06-01 14:00:00,Vikings FA,48 - 00,Werewolves Football,SPFL Diamante,,,spfl-2025,
2025-06-08 10:00:00,Franca Carrascos,08 - 21,Guarani Indians,SPFL Ouro,,,spfl-2025,
2025-06-08 14:00:00,Taubaté Football,08 - 21,Caniballs Football,SPFL Ouro,,,spfl-2025,
2025-06-08 14:00:00,Black Panthers Football,00 - 13,Piracicaba Cane Cutters,SPFL Prata,,,spfl-2025,
2025-06-08 14:00:00,São José Jets,34 - 00,Krakens Football,SPFL Prata,,,spfl-2025,
2025-07-06 10:00:10,São José Jets,35 - 14,Vikings Berserker,,,,spfl-2025,
2025-07-06 10:00:10,São José Jets,35 - 14,Vikings Berserker,,,,spfl-2025,
2025-06-22 10:00:44,Tatuapé Monsters,21 - 00,Franca Carrascos,,,,spfl-2025,
2025-07-06 10:00:10,São José Jets,35 - 14,Vikings Berserker,,,,spfl-2025,
2025-06-22 10:00:44,Tatuapé Monsters,21 - 00,Franca Carrascos,,,,spfl-2025,
2025-06-22 14:00:40,Guarani Indians,14 - 07,Caniballs Football,,,,spfl-2025,
2025-07-06 10:00:10,São José Jets,35 - 14,Vikings Berserker,,,,spfl-2025,
2025-06-22 10:00:44,Tatuapé Monsters,21 - 00,Franca Carrascos,,,,spfl-2025,
2025-06-22 14:00:40,Guarani Indians,14 - 07,Caniballs Football,,,,spfl-2025,
2025-07-06 14:00:51,Tatuapé Monsters,36 - 08,Guarani Indians,,,,spfl-2025,
2025-07-06 10:00:10,São José Jets,35 - 14,Vikings Berserker,,,,spfl-2025,
2025-06-22 10:00:44,Tatuapé Monsters,21 - 00,Franca Carrascos,,,,spfl-2025,
2025-06-22 14:00:40,Guarani Indians,14 - 07,Caniballs Football,,,,spfl-2025,
2025-07-06 14:00:51,Tatuapé Monsters,36 - 08,Guarani Indians,,,,spfl-2025,
2025-06-15 10:00:45,Moura Lacerda Dragons,20 - 16,Sorocaba Vipers,,,,spfl-2025,
2025-07-06 10:00:10,São José Jets,35 - 14,Vikings Berserker,,,,spfl-2025,
2025-06-22 10:00:44,Tatuapé Monsters,21 - 00,Franca Carrascos,,,,spfl-2025,
2025-06-22 14:00:40,Guarani Indians,14 - 07,Caniballs Football,,,,spfl-2025,
2025-07-06 14:00:51,Tatuapé Monsters,36 - 08,Guarani Indians,,,,spfl-2025,
2025-06-15 10:00:45,Moura Lacerda Dragons,20 - 16,Sorocaba Vipers,,,,spfl-2025,
2025-06-15 14:00:25,Guarulhos Rhynos,37 - 18,Vikings FA,,,,spfl-2025,
2025-07-06 10:00:10,São José Jets,35 - 14,Vikings Berserker,,,,spfl-2025,
2025-06-22 10:00:44,Tatuapé Monsters,21 - 00,Franca Carrascos,,,,spfl-2025,
2025-06-22 14:00:40,Guarani Indians,14 - 07,Caniballs Football,,,,spfl-2025,
2025-07-06 14:00:51,Tatuapé Monsters,36 - 08,Guarani Indians,,,,spfl-2025,
2025-06-15 10:00:45,Moura Lacerda Dragons,20 - 16,Sorocaba Vipers,,,,spfl-2025,
2025-06-15 14:00:25,Guarulhos Rhynos,37 - 18,Vikings FA,,,,spfl-2025,
2025-06-29 10:00:15,Rio Preto Weilers,13 - 07,Moura Lacerda Dragons,,,,spfl-2025,
2025-07-06 10:00:10,São José Jets,35 - 14,Vikings Berserker,,,,spfl-2025,
2025-06-22 10:00:44,Tatuapé Monsters,21 - 00,Franca Carrascos,,,,spfl-2025,
2025-06-22 14:00:40,Guarani Indians,14 - 07,Caniballs Football,,,,spfl-2025,
2025-07-06 14:00:51,Tatuapé Monsters,36 - 08,Guarani Indians,,,,spfl-2025,
2025-06-15 10:00:45,Moura Lacerda Dragons,20 - 16,Sorocaba Vipers,,,,spfl-2025,
2025-06-15 14:00:25,Guarulhos Rhynos,37 - 18,Vikings FA,,,,spfl-2025,
2025-06-29 10:00:15,Rio Preto Weilers,13 - 07,Moura Lacerda Dragons,,,,spfl-2025,
2025-06-29 14:00:07,Ocelots FA,03 - 20,Guarulhos Rhynos,,,,spfl-2025,
2025-07-06 10:00:10,São José Jets,35 - 14,Vikings Berserker,,,,spfl-2025,
2025-06-22 10:00:44,Tatuapé Monsters,21 - 00,Franca Carrascos,,,,spfl-2025,
2025-06-22 14:00:40,Guarani Indians,14 - 07,Caniballs Football,,,,spfl-2025,
2025-07-06 14:00:51,Tatuapé Monsters,36 - 08,Guarani Indians,,,,spfl-2025,
2025-06-15 10:00:45,Moura Lacerda Dragons,20 - 16,Sorocaba Vipers,,,,spfl-2025,
2025-06-15 14:00:25,Guarulhos Rhynos,37 - 18,Vikings FA,,,,spfl-2025,
2025-06-29 10:00:15,Rio Preto Weilers,13 - 07,Moura Lacerda Dragons,,,,spfl-2025,
2025-06-29 14:00:07,Ocelots FA,03 - 20,Guarulhos Rhynos,,,,spfl-2025,
2025-07-12 18:30:38,Rio Preto Weilers,16 - 10,Guarulhos Rhynos,,,,spfl-2025,
2024-07-27 14:00:00,Gama Leões de Judá,00 - 29,Moura Lacerda Dragons,,,,brasileirao-2024,Gama/DF
2024-07-28 10:00:00,Rio Preto Weilers,37 - 13,Guarulhos Rhynos,,,,brasileirao-2024,São José do Rio Preto/SP
2024-08-03 14:00:00,Tritões FA,52 - 13,Corinthians Steamrollers,,,,brasileirao-2024,Toca do Índio - Vila Velha/ES
2024-08-04 09:00:00,Spartans Football,50 - 00,Paraná HP,,,,brasileirao-2024,CT Touchdown - São Paulo/SP
2024-08-10 14:00:00,Flamengo Imperadores,26 - 09,Cruzeiro FA,,,,brasileirao-2024,Louzadão - Mesquita/RJ
2024-08-10 14:00:00,Brown Spiders,07 - 33,Coritiba Crocodiles,,,,brasileirao-2024,Croco Stadium - Curitiba/PR
2024-08-17 15:00:00,Moura Lacerda Dragons,22 - 20,Guarulhos Rhynos,,,,brasileirao-2024,Campus Moura Lacerda - Ribeirão Preto/SP
2024-08-24 14:00:00,Gama Leões de Judá,00 - 16,Rio Preto Weilers,,,,brasileirao-2024,Gama/DF
2024-08-25 13:00:00,Coritiba Crocodiles,35 - 14,Spartans Football,,,,brasileirao-2024,Croco Stadium - Curitiba/PR
2024-08-31 14:00:00,Cruzeiro FA,20 - 06,Tritões FA,,,,brasileirao-2024,Arena Frigoarnaldo - Contagem/MG
2024-08-31 15:00:00,Corinthians Steamrollers,07 - 41,Flamengo Imperadores,,,,brasileirao-2024,CT Touchdown - São Paulo/SP
2024-09-01 08:00:00,Paraná HP,00 - 27,Moura Lacerda Dragons,,,,brasileirao-2024,Mauá/SP
2024-09-14 14:00:00,Cruzeiro FA,39 - 00,Gama Leões de Judá,,,,brasileirao-2024,Arena Frigoarnaldo - Contagem/MG
2024-09-14 18:00:00,Rio Preto Weilers,35 - 06,Brown Spiders,,,,brasileirao-2024,Distrito Industrial - S. J. do Rio Preto/SP
2024-09-21 14:00:00,Guarulhos Rhynos,42 - 00,Tritões FA,,,,brasileirao-2024,Guarulhos/SP
2024-09-21 14:00:00,Flamengo Imperadores,14:00:00Cancel.,Coritiba Crocodiles,,,,brasileirao-2024,Rio de Janeiro/RJ
2024-09-29 14:00:00,Paraná HP,07 - 38,Brown Spiders,,,,brasileirao-2024,Centro Esportivo Fanático - Campo Largo/PR
2024-09-29 14:00:00,Spartans Football,41 - 00,Corinthians Steamrollers,,,,brasileirao-2024,CT Touchdown - São Paulo/SP
2024-10-12 00:00:00,Coritiba Crocodiles,00:00:00Cancel.,Paraná HP,,,,brasileirao-2024,
2024-10-12 14:00:00,Brown Spiders,20 - 32,Spartans Football,,,,brasileirao-2024,Croco Stadium - Curitiba/PR
2024-10-13 10:00:00,Guarulhos Rhynos,49 - 00,Gama Leões de Judá,,,,brasileirao-2024,Guarulhos/SP
2024-10-13 10:00:00,Corinthians Steamrollers,07 - 18,Cruzeiro FA,,,,brasileirao-2024,CT Touchdown - São Paulo/SP
2024-10-13 14:00:00,Moura Lacerda Dragons,14 - 28,Rio Preto Weilers,,,,brasileirao-2024,Campus Moura Lacerda - Ribeirão Preto/SP
2024-10-19 14:00:00,Tritões FA,12 - 22,Flamengo Imperadores,,,,brasileirao-2024,Toca do Índio - Vila Velha/ES
2024-07-28 10:00:00,Franca Carrascos,07 - 20,Goianos FA,,,,brasileirao-2024,Ginásio Champagnat - Franca/SP
2024-08-03 00:00:00,Erechim Coroados,16 - 19,Matilha dos Vales,,,,brasileirao-2024,Erechim/RS
2024-08-03 09:00:00,Brasília Wizards,16 - 14,Brasília Templários,,,,brasileirao-2024,Estádio Rorizão - Brasília/DF
2024-08-04 10:00:00,Sorocaba Vipers,28 - 06,PRC Guardian Saints,,,,brasileirao-2024,Sorocaba/SP
2024-08-18 10:00:00,Uberlândia Lobos,20 - 10,Franca Carrascos,,,,brasileirao-2024,Uberlândia/MG
2024-08-18 10:30:00,Erechim Coroados,10 - 29,Bravos FA,,,,brasileirao-2024,Erechim/RS
2024-08-18 14:00:00,Ocelots FA,55 - 00,São Bernardo Avengers,,,,brasileirao-2024,Jundiaí/SP
2024-08-25 15:00:00,Vikings FA,03 - 00,Sorocaba Vipers,,,,brasileirao-2024,Mauá/SP
2024-09-01 10:00:00,Brasília Wizards,06 - 41,Uberlândia Lobos,,,,brasileirao-2024,Estádio Bezerrão - Gama/DF
2024-09-01 10:00:00,Matilha dos Vales,24 - 27,Bravos FA,,,,brasileirao-2024,Santa Cruz do Sul/RS
2024-09-01 14:00:00,Londrina Bristlebacks,09 - 06,PRC Guardian Saints,,,,brasileirao-2024,Estádio Uady Chaiben - Londrina/PR
2024-09-14 00:00:00,Brasília Templários,00 - 49,Goianos FA,,,,brasileirao-2024,W.O.
2024-09-14 00:00:00,Brasília Templários,00 - 49,Franca Carrascos,,,,brasileirao-2024,W.O.
2024-09-14 14:30:00,Goianos FA,16 - 07,Uberlândia Lobos,,,,brasileirao-2024,Estádio Olímpico - Goiânia/GO
2024-09-15 10:00:00,Sorocaba Vipers,24 - 09,Vikings FA,,,,brasileirao-2024,C. E. Jorn. Armando Barchelli - Sorocaba/SP
2024-09-15 10:00:00,PRC Guardian Saints,00 - 12,Londrina Bristlebacks,,,,brasileirao-2024,Croco Stadium - Curitiba/PR
2024-09-15 14:00:00,São Bernardo Avengers,06 - 28,Ocelots FA,,,,brasileirao-2024,Jundiaí/SP
2024-09-15 15:00:00,Bravos FA,24 - 07,Erechim Coroados,,,,brasileirao-2024,Campo do Pampa - Porto Alegre/RS
2024-09-28 14:00:00,PRC Guardian Saints,24 - 27,Vikings FA,,,,brasileirao-2024,Croco Stadium - Curitiba/PR
2024-09-28 14:00:00,Franca Carrascos,38 - 00,Brasília Wizards,,,,brasileirao-2024,Ginásio Champagnat - Franca/SP
2024-09-29 00:00:00,Uberlândia Lobos,49 - 00,Brasília Templários,,,,brasileirao-2024,W.O.
2024-09-29 10:00:00,Londrina Bristlebacks,24 - 06,Sorocaba Vipers,,,,brasileirao-2024,Estádio Uady Chaiben - Londrina/PR
2024-09-29 10:30:00,Erechim Coroados,00 - 27,Matilha dos Vales,,,,brasileirao-2024,
2024-10-12 15:00:00,Vikings FA,12 - 24,Londrina Bristlebacks,,,,brasileirao-2024,Mauá/SP
2024-10-13 14:00:00,Goianos FA,47 - 00,Brasília Wizards,,,,brasileirao-2024,Estádio Olímpico - Goiânia/GO
2024-10-13 14:00:00,Bravos FA,26 - 07,Matilha dos Vales,,,,brasileirao-2024,Parque Esportivo PUCRS - Porto Alegre/RS
2024-08-04 10:00:00,Vikings Berserker,03 - 08,Werewolves Football,,,,brasileirao-2024,Caraguatatuba/SP
2024-08-04 14:00:00,Arapongas Golden Phoenix,40 - 06,Assis Captains,,,,brasileirao-2024,Arapongas/PR
2024-08-04 14:00:00,Caraguá Ghostship,07 - 21,Tatuapé Monsters,,,,brasileirao-2024,Caraguatatuba/SP
2024-08-18 10:00:00,Taubaté Football,21 - 09,São José Jets,,,,brasileirao-2024,Campo da CTI - Taubaté/SP
2024-08-18 10:00:00,Criciúma Iron Tigers,00 - 56,Bears FA,,,,brasileirao-2024,SATC - Criciúma/SC
2024-08-18 14:00:00,Ponta Grossa Phantoms,39 - 00,Chape FA,,,,brasileirao-2024,Ponta Grossa/PR
2024-08-18 14:00:00,Coritiba Crocodiles B,47 - 06,Curitiba Lions,,,,brasileirao-2024,Croco Stadium - Curitiba/PR
2024-08-25 14:00:00,Assis Captains,00 - 40,Maringá Pyros,,,,brasileirao-2024,Assis/SP
2024-09-01 10:00:00,Ponte Preta Gorilas,00 - 18,Taubaté Football,,,,brasileirao-2024,Campo da CTI - Taubaté/SP
2024-09-01 10:00:00,Werewolves Football,29 - 14,Caraguá Ghostship,,,,brasileirao-2024,Mauá/SP
2024-09-01 14:00:00,Tatuapé Monsters,27 - 20,Vikings Berserker,,,,brasileirao-2024,Mauá/SP
2024-09-15 09:00:00,Bears FA,08 - 00,Gravataí Spartans,,,,brasileirao-2024,
2024-09-15 10:00:00,São José Jets,27 - 00,Ponte Preta Gorilas,,,,brasileirao-2024,São José dos Campos/SP
2024-09-15 10:00:00,Chape FA,14 - 29,Curitiba Lions,,,,brasileirao-2024,
2024-09-15 14:00:00,Maringá Pyros,18 - 20,Arapongas Golden Phoenix,,,,brasileirao-2024,Maringá/PR
2024-09-15 15:00:00,Coritiba Crocodiles B,00 - 06,Ponta Grossa Phantoms,,,,brasileirao-2024,Croco Stadium - Curitiba/PR
2024-09-22 10:00:00,Vikings Berserker,00 - 12,Caraguá Ghostship,,,,brasileirao-2024,Parque CERET - São Paulo/SP
2024-09-22 14:00:00,Werewolves Football,21 - 18,Tatuapé Monsters,,,,brasileirao-2024,Parque CERET - São Paulo/SP
2024-09-29 09:30:00,Gravataí Spartans,19 - 16,Criciúma Iron Tigers,,,,brasileirao-2024,Gravataí/RS
2024-09-29 14:00:00,Curitiba Lions,06 - 28,Ponta Grossa Phantoms,,,,brasileirao-2024,Croco Stadium - Curitiba/PR
2024-10-13 10:00:00,Chape FA,00 - 24,Coritiba Crocodiles B,,,,brasileirao-2024,Chapecó/SC
2024-11-09 14:00:23,Flamengo Imperadores,49 - 00,Tritões FA,,,,brasileirao-2024,
2024-11-09 15:00:22,Moura Lacerda Dragons,13 - 20,Guarulhos Rhynos,,,,brasileirao-2024,
2024-11-09 17:00:51,Rio Preto Weilers,42 - 17,Brown Spiders,,,,brasileirao-2024,
2024-11-10 10:00:58,Spartans Football,16 - 06,Cruzeiro FA,,,,brasileirao-2024,
2024-11-23 14:00:03,Flamengo Imperadores,17 - 20,Spartans Football,,,,brasileirao-2024,
2024-11-23 17:30:57,Rio Preto Weilers,31 - 35,Guarulhos Rhynos,,,,brasileirao-2024,
2024-12-08 14:00:12,Spartans Football,28 - 37,Guarulhos Rhynos,,,,brasileirao-2024,
2024-11-03 09:00:46,Londrina Bristlebacks,28 - 20,Matilha dos Vales,,,,brasileirao-2024,
2024-11-03 10:00:52,Ocelots FA,40 - 06,Uberlândia Lobos,,,,brasileirao-2024,
2024-11-09 18:30:09,Goianos FA,09 - 21,Sorocaba Vipers,,,,brasileirao-2024,
2024-11-24 10:00:58,Bravos FA,07 - 35,Londrina Bristlebacks,,,,brasileirao-2024,
2024-11-24 14:00:04,Ocelots FA,36 - 19,Sorocaba Vipers,,,,brasileirao-2024,
2024-12-07 19:00:12,Londrina Bristlebacks,18 - 21,Ocelots FA,,,,brasileirao-2024,
2024-10-03 14:10:05,Werewolves Football,14 - 10,Franca Carrascos,,,,brasileirao-2024,
2024-10-20 14:00:45,Ponta Grossa Phantoms,33 - 03,Arapongas Golden Phoenix,,,,brasileirao-2024,
2024-10-26 14:30:50,Bears FA,00 - 03,Coritiba Crocodiles B,,,,brasileirao-2024,
2024-11-03 10:00:29,Taubaté Football,08 - 06,Tatuapé Monsters,,,,brasileirao-2024,
2024-11-16 19:00:19,Ponta Grossa Phantoms,38 - 00,Coritiba Crocodiles B,,,,brasileirao-2024,
2024-11-17 14:30:16,Werewolves Football,14 - 00,Taubaté Football,,,,brasileirao-2024,
2024-11-30 19:00:13,Ponta Grossa Phantoms,30 - 06,Werewolves Football,,,,brasileirao-2024,
2024-06-29 17:00:00,Sinop Coyotes,18 - 13,Cuiabá Arsenal,,,,bfa-2024,Estádio Gigante do Norte - Sinop/MT
2024-07-06 16:00:00,Rondonópolis Hawks,53 - 06,Porto Velho Miners,,,,bfa-2024,Rondonópolis/MT
2024-07-07 14:00:00,Sergipe Redentores,15 - 09,Mossoró Petroleiros,,,,bfa-2024,Aracaju/SE
2024-07-07 14:00:00,Recife Mariners,25 - 00,Cavalaria 2 de Julho,,,,bfa-2024,Estádio do Arruda - Recife/PE
2024-07-07 14:00:00,Tubarões do Cerrado,10 - 28,Manaus FA,,,,bfa-2024,Estádio Rorizão - Brasília/DF
2024-07-14 09:00:00,Caruaru Wolves,07 - 35,Fortaleza Tritões,,,,bfa-2024,
2024-07-20 14:00:00,Mossoró Petroleiros,00 - 62,Recife Mariners,,,,bfa-2024,Vila Olímpica - Macaíba/RN
2024-07-20 16:00:00,Cavalaria 2 de Julho,22 - 07,João Pessoa Espectros,,,,bfa-2024,Estádio Municipal - Lauro de Freitas/BA
2024-07-20 17:00:00,Sinop Coyotes,41 - 14,Porto Velho Miners,,,,bfa-2024,Estádio Gigante do Norte - Sinop/MT
2024-07-28 17:00:00,Cuiabá Arsenal,13 - 20,Rondonópolis Hawks,,,,bfa-2024,Dutrinha - Cuiabá/MT
2024-08-03 14:00:00,Tubarões do Cerrado,07 - 09,Locomotiva FA,,,,bfa-2024,Estádio Rorizão - Brasília/DF
2024-08-03 15:00:00,Almirantes FA,06 - 03,Istepôs FA,,,,bfa-2024,Estádio Camilo Mussi - Itajaí/SC
2024-08-03 16:00:00,Galo FA,20 - 13,Vasco Almirantes,,,,bfa-2024,CTE/UFMG - Belo Horizonte/MG
2024-08-03 16:00:00,T-Rex,13 - 12,Santa Maria Soldiers,,,,bfa-2024,Complexo Esportivo - Timbó/SC
2024-08-04 09:00:00,Caruaru Wolves,14 - 21,Sergipe Redentores,,,,bfa-2024,Lacerdão - Caruaru/PE
2024-08-04 14:00:00,Recife Mariners,44 - 00,João Pessoa Espectros,,,,bfa-2024,Estádio do Arruda - Recife/PE
2024-08-04 14:00:00,Fortaleza Tritões,57 - 00,Mossoró Petroleiros,,,,bfa-2024,UNIFOR - Fortaleza/CE
2024-08-17 14:00:00,Porto Velho Miners,20 - 40,Cuiabá Arsenal,,,,bfa-2024,
2024-08-17 14:00:00,Vasco Almirantes,30 - 00,Locomotiva FA,,,,bfa-2024,Faculdade Universo - Belo Horizonte/MG
2024-08-17 16:00:00,Rondonópolis Hawks,34 - 00,Sinop Coyotes,,,,bfa-2024,Estádio Eng. Luthero Lopes - Rondonópolis/MT
2024-08-18 10:00:00,Cavalaria 2 de Julho,49 - 32,Caruaru Wolves,,,,bfa-2024,Estádio Municipal - Lauro de Freitas/BA
2024-08-18 14:00:00,Fortaleza Tritões,30 - 27,Recife Mariners,,,,bfa-2024,UNIFOR - Fortaleza/CE
2024-08-24 14:00:00,Manaus FA,00 - 23,Galo FA,,,,bfa-2024,Estádio Ismael Benigno - Manaus/AM
2024-08-25 14:00:00,João Pessoa Espectros,20 - 18,Sergipe Redentores,,,,bfa-2024,Vila Olímpica Parahyba - João Pessoa/PB
2024-08-31 13:00:42,Vasco Almirantes,35 - 07,Tubarões do Cerrado,,,,bfa-2024,Clube de Campo Empyreo - Leme/SP
